Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2,file_name
2022/12/01,12:00 AM,12.5,10.06,85.0,NE,1.61,4.34,1019.3,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:05 AM,12.5,10.06,85.0,NNE,0.48,1.77,1019.3,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:10 AM,12.5,10.06,85.0,North,0.64,2.74,1019.3,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:15 AM,12.44,10.0,85.0,NNE,0.32,1.77,1019.3,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:20 AM,12.39,9.94,85.0,North,0.0,0.0,1019.3,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:25 AM,12.39,9.94,85.0,North,0.0,0.0,1019.3,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:30 AM,12.39,9.94,85.0,North,0.0,0.0,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:35 AM,12.39,10.11,86.0,NNE,0.32,2.74,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:40 AM,12.33,10.06,86.0,ENE,0.64,2.74,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:45 AM,12.28,10.0,86.0,NE,0.64,2.74,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:50 AM,12.22,10.0,86.0,North,0.16,1.77,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,12:55 AM,12.17,10.06,87.0,North,0.16,1.77,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,01:00 AM,12.11,10.0,87.0,ENE,0.16,1.77,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,01:05 AM,12.11,10.0,87.0,North,0.0,0.0,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,01:10 AM,12.11,10.0,87.0,North,0.0,0.0,1018.96,0.0,0.0,,2.0,IMELBOUR290.csv
2022/12/01,01:15 AM,12.11,10.0,87.0,North,0.0,0.0,1018.63,0.0,0.0,,2.0,IMELBOUR290.csv
